法学院,,﻿,复旦大学法学院,1929年,,,,﻿复旦大学法学院初创于1929年（法律系），在八十余年的辉煌历史中，法学家群星璀璨，王宠惠、张志让、梅汝璈、杨兆龙等著名法学家都曾在复旦执教，形成了复旦法学特有的精神特征。
法学院,,初创,于1929年（法律系）,1929年,法学院,,,﻿复旦大学法学院初创于1929年（法律系），在八十余年的辉煌历史中，法学家群星璀璨，王宠惠、张志让、梅汝璈、杨兆龙等著名法学家都曾在复旦执教，形成了复旦法学特有的精神特征。
法学院,法学家,执教,复旦法学特有的精神特征,1929年,复旦,梅汝璈杨兆龙,,﻿复旦大学法学院初创于1929年（法律系），在八十余年的辉煌历史中，法学家群星璀璨，王宠惠、张志让、梅汝璈、杨兆龙等著名法学家都曾在复旦执教，形成了复旦法学特有的精神特征。
法学院,法学家,形成,复旦法学特有的精神特征,1929年,,,,﻿复旦大学法学院初创于1929年（法律系），在八十余年的辉煌历史中，法学家群星璀璨，王宠惠、张志让、梅汝璈、杨兆龙等著名法学家都曾在复旦执教，形成了复旦法学特有的精神特征。
法学院,法学家,特有,精神特征,1929年,法学,,,﻿复旦大学法学院初创于1929年（法律系），在八十余年的辉煌历史中，法学家群星璀璨，王宠惠、张志让、梅汝璈、杨兆龙等著名法学家都曾在复旦执教，形成了复旦法学特有的精神特征。
法学院,法学家,薪火,相传,,,,,后虽几经改组与调整，但依然薪火相传。
法学院,法学家,相传,,,,,,后虽几经改组与调整，但依然薪火相传。
法学院,1981年,恢复,法律学专业,1981年,,,,1981年恢复法律学专业，1983年重建法律系。
法学院,1981年,重建,法律系,1983年,,,,1981年恢复法律学专业，1983年重建法律系。
法学院,2000年11月,组建,单一学科的法学院,2000年11月,,,,2000年11月在原法律系基础上正式组建单一学科的法学院。
法学院,法学院,成立,"各项事业快速发展，现已建成完整的本科—硕士—博士人才培养体系，拥有法学一级学科博士学位授予资格，已设国际法、民商法、法学理论、法律史、宪法学与行政法学、诉讼法和自然资源与环境保护法等七个二级学科博士点，设立一级学科硕士点（已设除军事法学外的其他九个二级学科硕士点）,建有法学博士后流动站，自2000年起开展法律硕士专业学位（JM）研究生培养；我院法学一级学科2012年入选上海市一流学科（上海市重点学科），获批设立“复合型”和“涉外型”等两个教育部卓越法律人才教育培养基地和两个上海市卓越法律人才培养基地",,,,,"新法学院成立后，各项事业快速发展，现已建成完整的本科—硕士—博士人才培养体系，拥有法学一级学科博士学位授予资格，已设国际法、民商法、法学理论、法律史、宪法学与行政法学、诉讼法和自然资源与环境保护法等七个二级学科博士点，设立一级学科硕士点（已设除军事法学外的其他九个二级学科硕士点）,建有法学博士后流动站，自2000年起开展法律硕士专业学位（JM）研究生培养；我院法学一级学科2012年入选上海市一流学科（上海市重点学科），获批设立“复合型”和“涉外型”等两个教育部卓越法律人才教育培养基地和两个上海市卓越法律人才培养基地。"
法学院,事业,发展,完整的本科—硕士—博士人才培养体系,,,,,"新法学院成立后，各项事业快速发展，现已建成完整的本科—硕士—博士人才培养体系，拥有法学一级学科博士学位授予资格，已设国际法、民商法、法学理论、法律史、宪法学与行政法学、诉讼法和自然资源与环境保护法等七个二级学科博士点，设立一级学科硕士点（已设除军事法学外的其他九个二级学科硕士点）,建有法学博士后流动站，自2000年起开展法律硕士专业学位（JM）研究生培养；我院法学一级学科2012年入选上海市一流学科（上海市重点学科），获批设立“复合型”和“涉外型”等两个教育部卓越法律人才教育培养基地和两个上海市卓越法律人才培养基地。"
法学院,事业,建成,完整的本科—硕士—博士人才培养体系,,,,,"新法学院成立后，各项事业快速发展，现已建成完整的本科—硕士—博士人才培养体系，拥有法学一级学科博士学位授予资格，已设国际法、民商法、法学理论、法律史、宪法学与行政法学、诉讼法和自然资源与环境保护法等七个二级学科博士点，设立一级学科硕士点（已设除军事法学外的其他九个二级学科硕士点）,建有法学博士后流动站，自2000年起开展法律硕士专业学位（JM）研究生培养；我院法学一级学科2012年入选上海市一流学科（上海市重点学科），获批设立“复合型”和“涉外型”等两个教育部卓越法律人才教育培养基地和两个上海市卓越法律人才培养基地。"
法学院,事业,拥有,法学一级学科博士学位,,,,,"新法学院成立后，各项事业快速发展，现已建成完整的本科—硕士—博士人才培养体系，拥有法学一级学科博士学位授予资格，已设国际法、民商法、法学理论、法律史、宪法学与行政法学、诉讼法和自然资源与环境保护法等七个二级学科博士点，设立一级学科硕士点（已设除军事法学外的其他九个二级学科硕士点）,建有法学博士后流动站，自2000年起开展法律硕士专业学位（JM）研究生培养；我院法学一级学科2012年入选上海市一流学科（上海市重点学科），获批设立“复合型”和“涉外型”等两个教育部卓越法律人才教育培养基地和两个上海市卓越法律人才培养基地。"
法学院,事业,授予,资格,,,,,"新法学院成立后，各项事业快速发展，现已建成完整的本科—硕士—博士人才培养体系，拥有法学一级学科博士学位授予资格，已设国际法、民商法、法学理论、法律史、宪法学与行政法学、诉讼法和自然资源与环境保护法等七个二级学科博士点，设立一级学科硕士点（已设除军事法学外的其他九个二级学科硕士点）,建有法学博士后流动站，自2000年起开展法律硕士专业学位（JM）研究生培养；我院法学一级学科2012年入选上海市一流学科（上海市重点学科），获批设立“复合型”和“涉外型”等两个教育部卓越法律人才教育培养基地和两个上海市卓越法律人才培养基地。"
法学院,事业,设,国际法、民商法、法学理论、法律史、宪法学与行政法学、诉讼法和自然资源与环境保护法等七个二级学科博士点,,,,七,"新法学院成立后，各项事业快速发展，现已建成完整的本科—硕士—博士人才培养体系，拥有法学一级学科博士学位授予资格，已设国际法、民商法、法学理论、法律史、宪法学与行政法学、诉讼法和自然资源与环境保护法等七个二级学科博士点，设立一级学科硕士点（已设除军事法学外的其他九个二级学科硕士点）,建有法学博士后流动站，自2000年起开展法律硕士专业学位（JM）研究生培养；我院法学一级学科2012年入选上海市一流学科（上海市重点学科），获批设立“复合型”和“涉外型”等两个教育部卓越法律人才教育培养基地和两个上海市卓越法律人才培养基地。"
法学院,法学院,设立,一级学科硕士点（已设除军事法学外的其他九个二级学科硕士点）,,,,,"新法学院成立后，各项事业快速发展，现已建成完整的本科—硕士—博士人才培养体系，拥有法学一级学科博士学位授予资格，已设国际法、民商法、法学理论、法律史、宪法学与行政法学、诉讼法和自然资源与环境保护法等七个二级学科博士点，设立一级学科硕士点（已设除军事法学外的其他九个二级学科硕士点）,建有法学博士后流动站，自2000年起开展法律硕士专业学位（JM）研究生培养；我院法学一级学科2012年入选上海市一流学科（上海市重点学科），获批设立“复合型”和“涉外型”等两个教育部卓越法律人才教育培养基地和两个上海市卓越法律人才培养基地。"
法学院,法学院,设除,军事法学外的其他九个二级学科硕士点,,,,九,"新法学院成立后，各项事业快速发展，现已建成完整的本科—硕士—博士人才培养体系，拥有法学一级学科博士学位授予资格，已设国际法、民商法、法学理论、法律史、宪法学与行政法学、诉讼法和自然资源与环境保护法等七个二级学科博士点，设立一级学科硕士点（已设除军事法学外的其他九个二级学科硕士点）,建有法学博士后流动站，自2000年起开展法律硕士专业学位（JM）研究生培养；我院法学一级学科2012年入选上海市一流学科（上海市重点学科），获批设立“复合型”和“涉外型”等两个教育部卓越法律人才教育培养基地和两个上海市卓越法律人才培养基地。"
法学院,法学院,建有,法学博士后流动站,,,,,"新法学院成立后，各项事业快速发展，现已建成完整的本科—硕士—博士人才培养体系，拥有法学一级学科博士学位授予资格，已设国际法、民商法、法学理论、法律史、宪法学与行政法学、诉讼法和自然资源与环境保护法等七个二级学科博士点，设立一级学科硕士点（已设除军事法学外的其他九个二级学科硕士点）,建有法学博士后流动站，自2000年起开展法律硕士专业学位（JM）研究生培养；我院法学一级学科2012年入选上海市一流学科（上海市重点学科），获批设立“复合型”和“涉外型”等两个教育部卓越法律人才教育培养基地和两个上海市卓越法律人才培养基地。"
法学院,法学院,开展,法律硕士专业学位,2000年,,,,"新法学院成立后，各项事业快速发展，现已建成完整的本科—硕士—博士人才培养体系，拥有法学一级学科博士学位授予资格，已设国际法、民商法、法学理论、法律史、宪法学与行政法学、诉讼法和自然资源与环境保护法等七个二级学科博士点，设立一级学科硕士点（已设除军事法学外的其他九个二级学科硕士点）,建有法学博士后流动站，自2000年起开展法律硕士专业学位（JM）研究生培养；我院法学一级学科2012年入选上海市一流学科（上海市重点学科），获批设立“复合型”和“涉外型”等两个教育部卓越法律人才教育培养基地和两个上海市卓越法律人才培养基地。"
法学院,学科,入选,上海市一流学科（上海市重点学科）,2012年,,,,"新法学院成立后，各项事业快速发展，现已建成完整的本科—硕士—博士人才培养体系，拥有法学一级学科博士学位授予资格，已设国际法、民商法、法学理论、法律史、宪法学与行政法学、诉讼法和自然资源与环境保护法等七个二级学科博士点，设立一级学科硕士点（已设除军事法学外的其他九个二级学科硕士点）,建有法学博士后流动站，自2000年起开展法律硕士专业学位（JM）研究生培养；我院法学一级学科2012年入选上海市一流学科（上海市重点学科），获批设立“复合型”和“涉外型”等两个教育部卓越法律人才教育培养基地和两个上海市卓越法律人才培养基地。"
法学院,法学院,获批,设立“复合型”和“涉外型”等两个教育部卓越法律人才教育培养基地和两个上海市卓越法律人才培养基地,2012年,,,,"新法学院成立后，各项事业快速发展，现已建成完整的本科—硕士—博士人才培养体系，拥有法学一级学科博士学位授予资格，已设国际法、民商法、法学理论、法律史、宪法学与行政法学、诉讼法和自然资源与环境保护法等七个二级学科博士点，设立一级学科硕士点（已设除军事法学外的其他九个二级学科硕士点）,建有法学博士后流动站，自2000年起开展法律硕士专业学位（JM）研究生培养；我院法学一级学科2012年入选上海市一流学科（上海市重点学科），获批设立“复合型”和“涉外型”等两个教育部卓越法律人才教育培养基地和两个上海市卓越法律人才培养基地。"
法学院,法学院,设立,“复合型”和“涉外型”等两个教育部卓越法律人才教育培养基地和两个上海市卓越法律人才培养基地,2012年,,,,"新法学院成立后，各项事业快速发展，现已建成完整的本科—硕士—博士人才培养体系，拥有法学一级学科博士学位授予资格，已设国际法、民商法、法学理论、法律史、宪法学与行政法学、诉讼法和自然资源与环境保护法等七个二级学科博士点，设立一级学科硕士点（已设除军事法学外的其他九个二级学科硕士点）,建有法学博士后流动站，自2000年起开展法律硕士专业学位（JM）研究生培养；我院法学一级学科2012年入选上海市一流学科（上海市重点学科），获批设立“复合型”和“涉外型”等两个教育部卓越法律人才教育培养基地和两个上海市卓越法律人才培养基地。"
法学院,法学院,涉,外型,2012年,,,,"新法学院成立后，各项事业快速发展，现已建成完整的本科—硕士—博士人才培养体系，拥有法学一级学科博士学位授予资格，已设国际法、民商法、法学理论、法律史、宪法学与行政法学、诉讼法和自然资源与环境保护法等七个二级学科博士点，设立一级学科硕士点（已设除军事法学外的其他九个二级学科硕士点）,建有法学博士后流动站，自2000年起开展法律硕士专业学位（JM）研究生培养；我院法学一级学科2012年入选上海市一流学科（上海市重点学科），获批设立“复合型”和“涉外型”等两个教育部卓越法律人才教育培养基地和两个上海市卓越法律人才培养基地。"
法学院,教师,56位,,,法学院,,56,法学院现有专任教师56位，其中31位教授，17位副教授，8位讲师。
法学院,教师,其中教授，17位副教授，8位讲师,,,,,31,法学院现有专任教师56位，其中31位教授，17位副教授，8位讲师。
法学院,人,左右（本科生人，法学硕士生200余人,,,,和硕,1800,现有在校本科生和硕博士研究生1800人左右（本科生450余人，法学硕士生200余人，法律硕士生1000余人，博士生73人）。
法学院,博士生,人,,,,,73,现有在校本科生和硕博士研究生1800人左右（本科生450余人，法学硕士生200余人，法律硕士生1000余人，博士生73人）。
法学院,复旦法学教师复旦法学教师,教书,育人、研究学术、服务社会,,复旦法学,,,复旦法学教师在教书育人、研究学术、服务社会有优良传统，努力为推进民主与法治建设、实现社会正义做贡献。
法学院,复旦法学教师复旦法学教师,有,优良传统,,复旦法学,,,复旦法学教师在教书育人、研究学术、服务社会有优良传统，努力为推进民主与法治建设、实现社会正义做贡献。
法学院,复旦法学教师复旦法学教师,推进,民主与法治建设,,,,,复旦法学教师在教书育人、研究学术、服务社会有优良传统，努力为推进民主与法治建设、实现社会正义做贡献。
法学院,复旦法学教师复旦法学教师,实现,社会正义做贡献,,,,,复旦法学教师在教书育人、研究学术、服务社会有优良传统，努力为推进民主与法治建设、实现社会正义做贡献。
法学院,复旦法学教师复旦法学教师,做,贡献,,,,,复旦法学教师在教书育人、研究学术、服务社会有优良传统，努力为推进民主与法治建设、实现社会正义做贡献。
法学院,复旦法学教师复旦法学教师,建国以来，张志让教授被任命为最高人民法院副院长，李昌道教授曾任上海市高级人民法院副院长、上海市人民政府参事室主任，孙南申教授曾任江苏省高级人民法院副院长,,,,,,建国以来，张志让教授被任命为最高人民法院副院长，李昌道教授曾任上海市高级人民法院副院长、上海市人民政府参事室主任，孙南申教授曾任江苏省高级人民法院副院长。
